"A","B","C","D","E","F","G","H","I"
1,18,21,13,18,46,36,37,35
0,15,2,7,21,38,1,11,31
1,2,21,31,9,33,27,99,62
0,4,12,15,3,14,12,36,40
0,8,7,11,23,29,25,30,25
2,2,30,27,16,19,34,54,25
3,30,35,25,18,36,34,8,24
5,1,9,4,13,24,72,39,35
12,9,16,15,15,26,61,20,21
0,6,13,33,29,19,17,56,66
5,5,4,30,7,8,62,27,41
15,15,23,13,6,25,16,63,33
0,8,2,6,41,58,33,28,54
1,1,12,13,39,39,15,32,22
7,19,19,23,2,20,45,14,48
0,6,3,6,14,43,28,27,14
0,2,20,6,6,19,38,75,22
12,11,22,35,30,7,11,23,41
5,18,14,14,23,31,34,44,45
20,4,19,43,38,48,31,28,24
0,14,10,40,38,45,50,16,6
4,4,5,31,19,47,8,19,35
2,2,2,38,2,36,81,28,56
0,1,6,25,14,19,6,13,67
3,6,6,16,25,31,50,31,71
3,14,1,4,38,25,43,16,66
0,22,29,24,44,40,35,9,51
14,1,21,31,2,19,19,56,54
0,2,23,19,18,29,27,49,60
0,0,1,4,17,25,64,38,33
0,4,5,6,15,30,56,16,72
0,2,13,7,23,11,11,72,26
8,8,5,9,50,38,39,6,36
0,24,17,13,4,25,54,11,13
0,7,13,35,24,10,34,28,52
4,1,5,59,14,53,8,36,56
3,16,5,7,16,41,36,24,37
4,8,10,14,12,45,73,9,59
1,1,2,10,4,31,2,74,39
0,4,23,18,12,46,14,54,66
3,4,42,14,25,47,21,29,23
0,0,6,6,33,13,12,31,17
0,7,27,17,21,36,20,37,85
0,8,19,2,28,71,11,35,38
1,21,1,35,35,20,41,62,24
0,3,6,24,31,4,36,19,89
3,37,3,5,46,42,6,47,83
6,6,6,14,28,38,30,59,78
3,4,15,37,42,15,45,19,76
4,4,36,21,5,59,67,36,34
1,12,17,28,24,15,46,57,64
6,4,4,22,21,20,30,35,29
5,8,3,15,24,21,54,19,64
3,2,13,10,32,32,32,30,67
0,10,5,9,26,20,40,22,34
0,24,2,7,59,13,32,70,37
13,5,13,15,31,10,7,52,22
0,11,19,13,8,32,47,51,18
0,13,13,23,15,33,78,47,46
1,3,18,10,51,12,25,32,28
0,0,3,21,14,52,17,49,66
0,12,11,6,24,24,54,55,51
0,8,12,15,35,48,42,11,25
4,6,12,43,19,35,26,24,30
6,25,21,11,26,35,53,46,50
10,15,16,12,54,67,42,67,83
7,7,24,22,12,47,29,7,43
3,20,9,25,6,60,61,11,51
0,1,32,4,28,17,42,48,34
0,8,1,13,6,47,61,39,40
0,10,20,18,38,42,71,39,24
1,7,12,9,21,27,31,44,42
4,4,2,11,6,63,25,17,76
1,1,13,24,19,32,49,44,34
0,18,24,40,39,53,65,5,25
0,7,10,10,15,57,35,50,60
10,6,6,44,18,9,9,24,55
0,8,9,9,26,7,6,61,37
0,17,32,29,5,17,61,27,86
0,20,12,5,12,12,22,37,42
0,8,5,5,41,10,32,23,32
0,4,12,33,63,27,38,36,35
2,15,3,56,43,7,58,33,5
0,16,7,2,8,27,32,60,18
0,12,20,41,23,38,49,35,37
6,20,20,22,35,28,18,21,33
7,7,27,24,15,11,36,45,32
8,8,3,5,34,23,7,33,42
0,0,1,22,36,11,43,55,42
10,10,12,4,41,12,51,45,55
0,1,12,11,43,26,53,27,50
0,0,28,15,17,30,18,62,32
0,2,3,24,35,34,105,21,55
2,21,42,22,40,4,32,49,24
4,9,10,23,13,8,33,16,20
4,2,14,6,18,28,20,63,31
4,7,28,19,15,33,22,59,71
0,7,43,6,19,51,54,50,68
6,13,32,29,31,13,28,46,47
0,0,27,3,17,28,55,15,27
8,7,4,2,36,34,40,22,33
0,15,10,22,22,1,40,23,65
0,1,9,7,4,56,34,49,66
0,14,14,15,2,12,37,21,37
5,5,9,42,11,38,42,10,58
0,9,11,4,6,23,17,45,41
3,3,4,16,16,49,38,33,48
0,2,6,14,15,44,18,27,51
5,11,18,17,42,42,29,53,70
0,6,4,15,32,21,22,41,42
8,14,6,8,11,23,36,52,33
4,15,16,30,36,40,19,19,89
2,2,18,25,7,29,42,40,5
1,8,23,33,8,49,34,34,43
11,6,6,14,30,13,22,19,42
3,8,1,34,31,41,30,28,42
2,8,20,3,9,22,52,38,54
0,6,5,17,32,50,54,16,22
27,2,4,28,28,34,22,13,75
0,0,25,31,18,18,42,26,66
0,11,4,11,41,38,5,31,25
0,14,3,18,32,14,48,22,30
9,6,17,44,7,8,26,62,31
0,26,14,15,3,21,32,36,47
5,19,40,23,11,5,92,54,66
23,23,28,11,26,33,87,12,25
6,14,18,18,11,19,11,31,79
3,2,25,24,32,27,34,40,20
7,7,5,26,27,5,13,29,41
5,5,3,29,20,52,17,48,13
6,9,4,40,20,38,24,14,44
4,9,2,32,16,39,41,49,51
4,4,4,15,26,16,36,33,36
2,10,14,14,27,29,26,16,72
11,9,5,27,12,17,61,33,63
5,13,5,27,21,40,38,18,67
0,2,27,28,9,43,46,38,63
2,2,7,20,15,22,30,41,67
4,4,4,4,57,28,6,20,45
5,23,9,9,5,14,34,57,28
0,25,14,13,31,13,4,23,43
0,0,5,21,17,35,41,59,13
2,2,1,2,50,33,32,10,35
2,2,15,6,2,27,24,21,37
5,5,16,6,13,16,22,50,32
0,1,15,2,38,54,6,45,42
0,0,21,7,20,22,61,14,37
4,1,26,15,37,16,39,41,9
3,22,3,1,10,37,10,20,23
0,26,26,23,2,33,37,61,18
0,15,14,2,6,18,22,39,30
5,5,17,14,38,19,41,79,50
0,4,25,3,16,10,33,76,12
2,14,13,31,20,4,14,59,16
12,2,11,26,37,24,53,37,8
0,6,14,14,11,50,28,26,41
2,4,4,18,43,29,79,53,26
0,8,22,9,15,21,21,29,10
0,6,4,22,35,19,12,65,44
0,2,22,20,10,11,20,52,34
0,14,25,19,35,33,31,64,71
0,13,14,17,9,17,10,21,38
19,19,24,21,23,7,77,51,34
4,8,27,4,41,28,41,19,33
0,2,23,17,9,40,51,37,90
0,0,5,46,48,15,36,28,66
0,7,24,29,21,12,52,21,27
0,0,5,31,17,46,2,70,46
11,13,1,19,33,28,24,52,48
0,3,18,32,38,21,9,15,37
4,3,1,19,21,28,17,44,37
0,11,9,42,41,16,39,39,45
5,5,8,21,27,6,12,32,18
0,0,8,27,15,43,15,21,25
2,2,2,9,15,34,18,35,30
0,17,21,23,25,12,29,53,30
0,1,2,11,53,59,35,52,32
4,4,16,28,24,49,9,98,43
0,2,10,39,35,19,42,32,15
4,4,4,24,34,4,39,40,37
9,2,10,8,18,20,32,31,59
15,17,5,1,59,38,40,53,52
2,3,18,12,18,38,14,25,51
2,9,6,16,15,34,28,28,55
0,7,21,30,36,18,13,46,81
3,9,11,35,15,28,44,48,60
0,0,9,22,20,39,46,26,44
4,14,2,4,20,50,19,45,37
10,4,4,21,33,28,18,56,18
5,10,19,49,4,42,24,61,36
0,17,26,13,35,24,27,21,30
0,14,11,6,28,40,66,50,49
4,8,2,2,22,16,43,33,67
1,21,5,43,29,25,7,19,52
5,5,5,8,53,38,25,61,35
3,5,3,29,17,36,30,32,40
6,2,28,22,51,34,23,83,29
0,6,2,2,28,26,50,5,24
0,6,4,34,14,25,23,9,14
3,7,9,13,5,39,16,3,33
0,11,5,39,48,25,31,44,71
3,4,2,22,19,52,72,38,82
5,5,5,19,24,31,24,49,38
1,13,8,14,6,7,34,60,32
0,29,2,28,23,13,26,31,43
0,5,25,13,9,14,64,31,54
0,2,10,15,10,26,27,53,37
0,16,11,18,57,44,38,24,44
6,15,1,21,43,42,47,19,28
3,3,17,15,18,25,31,53,55
3,19,11,32,10,68,41,26,29
0,11,18,45,19,38,10,73,13
14,21,5,18,20,39,40,58,81
11,11,2,5,20,38,37,27,66
3,3,16,20,19,10,10,32,2
5,5,1,22,4,1,69,60,49
0,2,11,23,16,38,38,16,33
7,22,4,11,30,31,22,33,39
0,2,17,4,16,28,16,29,38
7,7,7,20,16,18,51,46,15
5,16,12,11,15,13,12,10,47
0,1,8,51,25,12,19,33,36
4,14,26,8,4,43,34,41,47
8,2,16,1,57,38,49,25,33
0,6,21,37,28,43,6,27,46
0,0,13,20,10,73,21,13,31
