"A","B","C","D","E","F","G","H","I"
0,0,22,19,31,33,38,49,77
7,11,40,8,12,35,108,134,12
0,18,26,38,76,24,57,97,72
0,4,19,36,25,48,75,26,58
0,25,31,50,62,35,27,18,10
15,36,34,13,16,47,58,77,50
13,4,18,11,52,69,27,75,104
4,5,5,28,48,22,56,51,76
0,11,25,17,18,94,25,48,73
2,9,10,42,21,25,26,94,89
12,59,49,49,21,23,86,61,160
0,0,0,49,16,57,66,85,52
0,2,14,28,56,63,52,61,11
1,42,45,15,75,70,30,47,68
6,2,55,27,49,57,36,75,35
21,1,1,7,21,10,94,35,143
10,5,53,29,21,34,90,64,49
2,2,38,36,74,30,62,39,29
4,4,9,45,62,100,43,78,90
0,14,13,30,45,24,47,108,106
0,32,16,36,35,43,46,96,82
0,13,15,41,41,67,30,45,43
2,12,63,25,21,70,43,116,24
0,24,39,44,72,38,56,30,31
5,21,20,14,41,58,61,100,94
0,8,45,68,73,73,56,43,48
8,16,70,34,52,50,82,71,139
0,7,27,110,29,73,23,72,88
6,6,27,25,21,43,42,39,74
5,31,11,10,22,51,76,88,109
2,7,9,40,56,71,35,80,83
0,12,12,8,39,57,38,106,49
25,7,48,31,65,54,57,55,97
24,30,15,54,37,28,48,45,39
0,11,5,3,15,84,99,21,131
0,1,18,45,46,55,53,94,64
0,9,58,48,104,94,48,87,16
23,12,1,49,31,52,25,59,30
5,21,10,21,19,72,17,37,75
1,14,9,45,46,93,48,96,53
0,7,52,52,49,46,54,58,95
0,8,57,15,66,18,95,44,70
4,1,37,46,15,77,61,49,46
0,7,8,34,28,23,48,64,20
17,27,32,35,52,38,52,57,27
2,21,14,11,40,22,32,66,26
0,1,2,41,61,75,31,62,34
2,6,29,11,40,53,38,90,65
20,24,15,15,38,51,20,19,67
7,36,42,25,35,61,25,25,50
17,9,26,84,7,65,69,23,69
6,40,67,11,54,64,86,58,44
0,27,5,30,7,57,53,49,103
3,18,36,21,10,30,31,87,27
0,14,23,14,44,51,45,70,53
1,32,56,20,2,68,62,56,69
12,2,26,15,49,64,76,56,86
10,41,5,30,18,29,65,147,70
0,23,9,13,53,29,96,85,96
0,28,31,28,12,41,22,51,90
7,5,16,14,41,56,23,76,80
4,4,10,5,45,49,33,78,88
0,34,5,6,74,69,77,124,32
6,2,20,64,17,25,57,93,41
0,5,28,50,62,67,21,55,64
7,9,13,30,28,43,76,109,156
16,16,48,11,80,42,25,49,34
15,33,47,32,55,34,108,62,116
0,8,30,55,32,52,61,45,71
0,11,20,28,37,46,93,68,86
0,13,24,28,26,89,56,98,76
13,22,41,38,27,57,133,89,44
12,30,21,25,63,75,60,4,17
17,2,29,25,11,85,77,97,62
7,8,31,22,24,35,9,80,36
0,4,9,26,15,46,61,41,60
20,32,59,95,36,38,59,76,78
9,11,9,60,1,31,82,47,42
2,8,42,12,37,21,79,107,122
2,3,3,25,14,81,50,54,105
20,27,27,35,19,54,75,43,78
0,10,18,38,36,46,56,19,39
0,18,40,35,55,23,63,56,25
13,17,77,61,30,72,87,79,70
11,3,46,59,51,26,35,82,31
0,19,37,29,9,54,68,120,70
0,14,9,127,40,53,83,95,49
15,27,55,25,17,32,85,77,73
14,14,10,5,68,42,42,98,66
1,36,8,49,48,25,105,38,52
17,19,28,30,37,25,50,116,126
22,10,32,35,78,61,44,137,37
0,0,48,46,34,53,79,81,34
4,21,36,21,56,48,64,89,55
0,10,10,32,40,40,26,59,85
0,17,33,19,30,80,85,47,62
0,18,9,29,16,27,58,73,49
39,61,64,46,41,75,83,84,29
0,19,35,33,58,52,105,80,92
6,13,39,42,21,55,63,67,89
4,23,11,23,35,79,5,54,25
17,25,29,38,30,52,101,94,33
3,3,22,51,21,36,65,124,63
3,3,28,17,66,25,29,94,77
3,14,47,39,28,68,65,57,50
0,10,36,89,71,15,69,44,25
3,14,3,41,67,94,53,83,62
0,22,40,45,54,32,62,69,119
11,17,3,54,10,56,52,83,39
19,26,59,20,33,31,82,31,68
0,15,9,48,49,49,32,57,87
12,27,5,46,49,54,128,87,92
0,31,12,50,83,54,42,23,77
3,3,22,31,55,57,53,103,116
20,20,4,13,42,53,77,36,9
11,10,10,33,18,88,65,106,33
13,16,26,27,34,111,88,135,40
9,10,36,40,67,31,94,33,60
2,12,16,29,22,34,9,123,78
7,7,7,45,24,55,62,64,79
5,21,9,75,77,38,44,90,98
0,6,6,24,119,40,63,28,52
8,12,48,32,38,65,38,63,41
9,7,33,61,66,48,41,39,144
2,4,36,41,51,36,59,22,125
3,25,17,25,18,52,38,133,113
3,11,61,1,57,20,94,89,97
2,5,15,26,33,45,94,54,60
0,9,63,23,41,92,57,98,42
0,5,60,28,26,91,130,72,34
0,1,49,23,56,22,45,59,22
17,24,31,40,26,50,69,57,132
7,6,33,61,7,90,31,39,61
12,24,30,31,16,29,46,91,31
0,9,9,45,43,68,15,69,109
0,17,25,6,67,54,65,41,101
0,0,59,49,46,33,74,59,112
1,27,18,41,94,86,79,82,112
18,17,4,38,46,57,126,103,81
6,15,41,18,65,68,42,55,112
0,22,19,21,61,32,45,72,113
6,6,56,13,38,16,43,64,89
5,20,49,38,31,12,77,78,141
12,17,64,33,43,35,66,14,50
0,15,19,42,75,19,33,79,88
22,18,18,22,29,77,63,135,32
0,13,52,64,19,60,74,87,39
7,42,10,42,53,147,30,67,63
0,4,11,39,12,93,84,117,121
5,4,51,115,9,20,65,53,80
2,23,24,22,22,58,11,57,107
2,59,6,21,87,15,74,24,124
14,34,10,88,72,74,4,81,100
0,10,6,5,27,19,96,77,36
11,14,12,35,20,50,111,99,100
13,10,28,17,54,62,26,59,83
0,19,43,28,41,24,106,64,118
7,37,21,41,37,43,92,69,40
1,15,6,51,34,80,23,43,123
15,19,9,57,65,34,35,54,26
15,9,5,1,5,63,74,101,40
3,27,48,80,21,50,31,65,105
10,2,26,11,65,10,70,47,122
18,30,48,11,38,52,46,68,53
0,2,26,67,40,55,62,46,24
10,7,24,33,59,26,16,16,30
3,8,23,12,45,62,65,83,48
22,15,17,25,8,59,17,71,78
36,13,57,19,60,71,64,85,62
3,19,84,29,15,94,67,76,30
10,33,34,64,65,20,81,100,71
2,29,19,48,23,109,97,111,48
8,18,28,31,37,39,48,42,40
0,0,3,82,36,76,92,59,32
2,51,29,50,9,45,55,71,32
27,7,25,65,52,52,39,55,151
1,26,45,52,14,23,52,53,70
0,24,20,58,32,40,30,88,48
0,8,42,42,34,110,24,12,31
0,4,66,41,25,41,23,94,51
23,27,7,43,31,31,43,18,45
5,18,34,59,38,94,44,51,42
12,3,10,23,13,13,75,82,26
23,23,65,71,52,20,42,27,144
0,2,30,17,54,57,59,73,22
16,14,24,40,71,32,62,170,60
0,0,23,18,68,73,20,69,50
15,16,39,19,27,63,96,91,69
0,9,29,54,30,33,27,52,132
27,4,17,13,61,84,25,37,29
25,6,22,32,18,45,60,56,45
10,12,34,20,40,32,94,43,98
15,2,23,14,66,47,88,94,78
0,0,7,11,35,66,82,44,144
9,19,7,41,17,12,56,93,63
27,8,8,6,48,62,84,92,106
0,9,17,19,16,37,83,24,99
0,5,4,54,33,41,44,100,66
0,19,21,22,48,111,74,77,109
4,9,48,10,14,39,59,29,75
6,25,37,33,50,35,28,50,150
0,16,11,47,45,18,61,33,58
6,33,11,42,69,7,79,101,45
0,23,15,30,53,35,94,77,6
6,7,14,23,61,52,51,78,101
4,21,10,42,48,57,53,38,49
0,0,16,87,16,43,7,75,53
16,22,14,31,11,26,50,66,78
0,5,15,5,31,42,57,116,99
19,5,6,29,29,38,104,51,117
15,42,31,33,47,83,44,77,78
4,10,22,5,37,33,69,128,71
6,33,24,39,62,26,42,70,74
0,14,12,48,32,23,42,62,88
0,19,5,63,5,52,62,99,137
38,1,27,71,75,95,29,60,71
1,2,28,34,24,58,25,64,49
1,13,16,30,18,51,40,84,88
11,11,5,24,37,21,47,65,52
21,12,26,3,59,42,14,124,67
3,16,48,9,32,80,58,63,102
5,5,10,52,28,48,47,61,58
9,5,38,4,42,105,49,45,151
0,5,12,62,46,22,26,44,62
11,6,7,13,48,101,22,38,108
