"x"
2
2.109764
2.241018926
2.18767240357
2.31152700095391
2.53672508147337
2.64871858725926
2.65150606897472
2.81644676835426
3.02329635850185
3.0160175604734
2.96952841627752
3.03509367185136
3.11081994546752
3.09791713140662
3.17110208500955
3.29719743752029
3.29121684611007
3.33939835692505
3.49836081555189
3.49043567308709
3.55021856322778
3.7348272856605
3.8979161824865
3.80279793037984
3.7948488973308
3.89824384916019
3.96198577326076
4.01618436835798
4.13335111437453
4.25287064988836
4.35431901689687
4.44226082218966
4.5858235047812
4.61687199698871
4.72773161408738
4.87710389731434
5.00829503737277
4.97995673781407
5.03656719714135
5.17355054833729
5.28083807508435
5.40158367846619
5.54479457568478
5.65915783267264
5.75081040079639
5.8841084401676
6.01755447804267
6.11364318594905
6.21889216370864
6.36244288502758
