"A","B","C","D","E","F","G","H","I"
0,6,21,8,57,22,98,62,64
9,0,22,21,22,37,70,24,87
12,19,24,36,32,46,31,36,50
7,0,14,21,35,42,42,53,56
14,1,6,24,7,21,35,38,38
4,18,4,26,25,24,23,79,76
8,4,27,35,65,45,71,66,65
17,19,8,42,27,14,60,66,54
2,6,29,52,29,57,34,100,59
0,16,14,21,44,47,60,38,48
3,7,21,22,23,53,47,112,40
1,27,7,32,46,81,27,74,41
0,10,17,28,33,54,50,60,42
0,8,19,9,40,39,57,21,71
2,0,17,30,30,30,50,54,39
11,13,32,9,46,33,69,23,53
0,6,22,7,18,51,61,76,52
0,19,15,62,89,51,78,40,37
0,13,18,10,15,42,48,104,64
0,10,24,19,45,25,16,48,44
3,12,7,25,36,82,46,71,49
7,0,14,17,29,24,50,51,43
0,9,28,29,50,36,26,100,51
7,10,21,20,42,52,71,85,44
0,14,10,41,79,47,43,49,46
3,18,30,38,33,37,57,98,36
15,14,36,19,45,42,51,37,47
0,1,40,33,35,26,49,50,75
0,3,7,31,45,22,31,63,61
1,12,29,25,31,53,27,84,56
3,18,11,24,21,62,60,24,93
0,0,7,68,11,62,36,50,68
0,14,5,34,31,57,54,63,23
0,2,21,26,24,30,33,32,76
0,6,19,27,50,49,48,46,58
12,14,4,14,7,31,44,70,36
0,6,10,26,28,31,43,67,77
13,15,19,13,60,43,58,65,61
1,8,24,43,18,56,29,51,67
7,5,24,18,37,34,58,22,47
8,19,14,13,27,29,33,31,31
4,9,51,36,5,38,55,67,56
5,13,7,28,24,26,38,64,36
0,8,15,18,51,39,21,18,25
0,32,20,44,24,48,66,59,61
10,4,36,32,14,33,49,60,32
9,4,12,14,30,32,54,52,59
5,8,12,29,18,41,20,89,71
0,12,8,24,43,66,58,68,19
2,0,7,19,42,20,33,48,78
3,11,21,16,7,14,77,58,59
5,3,3,6,42,36,20,94,94
10,6,14,4,15,55,69,15,68
0,14,21,15,18,40,52,83,55
0,21,16,44,22,31,49,74,78
13,5,8,31,32,16,52,66,74
0,8,10,29,13,8,74,34,62
17,19,24,15,44,34,54,58,72
0,15,19,22,41,35,49,29,67
0,47,15,19,38,62,27,32,56
0,6,23,8,93,53,59,69,30
1,10,24,44,17,53,39,54,68
0,3,29,31,54,25,66,71,80
2,0,29,25,53,41,69,67,88
3,15,7,23,8,15,21,42,59
3,18,27,20,22,11,44,42,44
4,17,30,18,65,67,62,60,41
18,3,20,42,54,22,98,21,85
25,13,17,33,3,27,53,67,36
12,11,49,22,16,27,66,50,39
0,11,7,43,36,36,30,60,56
0,2,27,27,16,51,21,13,25
5,13,0,31,5,63,51,23,64
0,14,12,32,30,20,34,43,17
3,16,19,29,68,34,13,45,25
3,18,2,47,18,31,39,93,77
6,17,3,23,36,21,38,36,34
0,13,22,35,29,24,43,40,63
0,6,0,35,26,51,51,20,31
0,12,24,41,22,21,67,26,62
0,11,5,9,19,33,46,8,33
2,5,32,25,26,30,48,23,45
4,44,11,38,44,7,66,45,83
0,5,9,36,15,18,19,63,56
0,26,14,25,36,50,59,66,63
7,15,8,16,15,16,11,49,59
13,5,31,18,21,28,67,54,30
0,11,7,12,45,44,39,64,44
0,10,23,31,54,51,49,49,37
8,28,15,45,40,14,54,32,124
2,19,23,45,6,26,56,41,54
9,3,13,13,39,27,52,49,68
13,10,29,13,40,34,45,43,78
0,22,3,48,34,36,74,18,30
0,0,29,23,11,39,28,25,43
20,8,8,39,32,24,17,60,35
5,3,16,36,32,39,66,83,49
0,13,6,18,24,34,38,46,76
0,24,25,6,35,30,37,21,77
0,15,16,23,40,43,42,44,52
12,3,17,33,39,34,60,32,47
10,3,4,12,44,27,19,25,40
0,0,25,46,61,35,68,19,40
4,3,11,10,44,34,32,62,47
0,5,13,36,23,52,66,53,32
0,15,32,25,40,37,56,39,59
0,17,6,26,9,56,52,77,90
12,8,28,47,7,61,34,41,45
5,8,13,15,31,14,36,29,43
6,13,2,24,18,36,30,42,52
0,22,12,45,25,39,17,36,94
0,21,7,13,22,41,39,63,39
4,13,8,31,8,50,35,39,68
0,20,18,49,38,10,34,55,66
3,14,13,33,28,67,28,46,61
25,0,20,35,8,38,62,66,51
1,5,10,33,68,24,72,45,73
8,2,28,23,31,39,39,69,69
2,17,25,26,17,39,38,40,61
4,12,13,18,21,49,13,66,127
0,11,14,38,40,25,57,72,81
0,9,35,15,37,72,44,33,35
0,0,20,13,37,53,25,28,61
0,2,4,52,34,26,63,67,50
2,20,8,22,34,26,33,18,90
1,13,6,14,44,54,31,28,53
4,30,15,24,16,20,39,29,59
8,21,23,43,15,18,40,50,94
4,16,6,23,18,37,57,54,104
10,14,20,18,36,36,20,64,42
0,28,3,25,33,58,43,41,54
17,27,1,37,21,28,47,40,40
11,23,5,1,32,51,62,40,24
5,6,21,31,20,69,60,19,71
0,14,1,29,45,52,39,81,90
0,13,20,34,20,50,45,43,42
0,10,20,0,27,38,29,48,58
5,34,38,14,34,50,41,60,73
0,0,27,23,18,30,28,43,56
20,13,31,29,27,67,39,15,132
8,21,7,34,26,69,16,27,89
6,10,38,49,22,62,29,86,86
1,14,38,19,37,58,30,79,48
3,16,0,16,24,49,39,23,63
10,10,34,44,47,35,66,43,53
15,3,17,36,20,44,27,62,43
9,0,35,13,52,26,41,71,46
0,22,21,27,16,32,71,83,74
0,0,30,24,20,29,32,55,42
0,19,43,12,35,43,29,67,17
0,14,14,0,28,51,33,65,64
0,9,12,32,38,23,59,70,47
0,12,30,4,38,54,18,65,84
0,21,30,4,24,35,50,57,62
0,0,18,69,45,53,44,71,47
0,6,24,21,20,44,49,86,57
0,6,9,31,24,64,22,50,55
7,1,39,29,21,21,43,66,66
2,10,3,37,18,22,23,39,51
0,4,15,82,36,45,43,71,31
0,4,52,44,38,41,45,15,64
0,0,11,23,34,33,25,48,83
0,10,16,19,27,31,48,52,122
22,0,16,14,16,18,9,99,44
0,34,8,20,33,45,52,35,74
7,9,14,22,13,52,39,56,60
0,1,23,22,41,47,22,47,80
0,10,21,23,23,27,58,42,53
4,19,13,18,5,50,107,36,41
0,1,9,10,27,60,61,55,41
15,10,15,8,23,28,57,54,54
0,23,38,24,29,75,49,49,94
16,25,7,26,22,49,54,48,64
0,9,7,32,32,22,46,48,48
13,31,33,23,43,42,50,60,65
2,12,27,28,39,54,63,49,29
8,0,2,8,25,22,32,31,42
8,15,43,11,36,60,25,29,31
4,0,2,23,13,30,26,67,50
3,25,12,15,52,51,54,35,49
9,0,57,21,50,40,42,94,103
7,9,21,11,19,35,51,38,77
11,25,35,32,17,45,18,11,47
4,15,14,21,24,36,33,45,77
4,20,9,47,41,55,48,44,40
6,11,7,22,28,43,28,57,50
0,4,12,36,50,15,32,19,43
14,10,31,24,35,34,31,58,101
0,17,35,30,18,32,46,53,12
0,5,7,20,52,27,70,54,48
0,14,7,37,8,35,55,52,71
13,23,36,9,11,31,18,45,63
0,37,28,32,41,34,49,44,50
11,13,22,14,6,20,32,64,46
9,6,18,30,17,18,34,69,79
12,17,11,35,63,35,64,20,49
3,12,12,34,8,78,52,46,111
0,21,28,13,28,90,47,54,54
22,2,16,31,17,21,49,29,63
14,6,10,11,13,48,62,42,62
23,1,14,30,19,63,37,71,46
5,11,15,30,11,36,52,68,44
2,11,17,27,46,43,41,40,34
0,18,15,28,43,14,36,54,63
0,7,15,9,23,40,34,73,34
12,17,14,47,41,41,17,46,43
11,3,25,44,26,42,81,43,61
3,13,26,22,24,35,32,85,83
7,4,24,25,40,82,51,84,54
5,17,8,9,47,38,54,89,73
0,8,44,13,22,71,34,37,63
6,9,43,35,21,39,28,31,55
0,21,14,10,61,23,29,50,62
0,13,3,36,35,19,38,72,81
0,29,2,35,54,55,36,59,52
11,10,42,15,38,38,17,47,60
23,12,16,12,51,29,24,11,57
5,14,1,18,21,38,43,95,68
0,11,18,20,19,42,61,95,73
5,8,14,11,22,21,33,53,44
6,23,14,14,17,11,86,54,70
1,21,24,29,25,51,20,65,58
0,12,17,56,39,31,31,46,43
5,16,24,14,12,39,34,22,30
0,11,5,19,48,40,52,28,82
12,9,8,31,31,55,44,52,86
5,18,16,42,19,21,55,59,75
